Search,Authors,Article Title,Source Title,DOI,Abstract,Relevant?,Actually considers both food and fuel?,Country Context,Country grouping,Method,Method grouping - uses spatial analysis?,Forest,Forest grouping,,,,,,,
food (topic) and energy (topic) and self-sufficiency (topic),"Chimphango, AFA; Görgens, JF",Postharvest technology for advancing sustainable bioenergy production for food processing,BRITISH FOOD JOURNAL,10.1108/BFJ-07-2014-0259,"Purpose - Agricultural food residues (agro-residues) receive low economic returns and experience disposal problems. The food production and processing is often not configured to supply agro-residues for production of bioenergy needed in food processing. The feasibility of utilising agro-residues through advances in postharvest technology for sustainable bioenergy conversion is reviewed. The paper aims to discuss this issue. Design/methodology/approach - Agro-residues from maize, sugarcane and potatoes in five African countries were assessed from secondary data to identify suitable conversion technologies, energy products and configurations of bioenergy plants for applications in postharvest food processing. Findings - Strategic alignment of postharvest technology to bioenergy production systems is vital to advancing both food production and bioenergy that benefit rural communities in Africa. High economic returns are possible when the bioenergy plants are either annexure to existing agro-processing operations or operate as a biorefinery. Research limitations/implications - Assessment of energy self-sufficiency of food production and processing systems is required. Practical implications - Agro-residues for bioenergy production require investments in infrastructure for storage, transportation and processing of the residues, and development of new risk management techniques. Social implications - The rural communities will be energy secure resulting in food security through reduced postharvest losses and increased agricultural productivity. Originality/value - The study stimulates innovative thinking in establishing sustainable bioenergy systems for food processes.",Y,Y,"Malawi, Mozambique, South Africa, Zambia, Zimbabwe",Africa,"Unclear, non-spatial",No,Not considered,Not included,,,,,,,
food (topic) and energy (topic) and self-sufficiency (topic),"Lourenço, VA; Nadaleti, WC; Vieira, BM; Chua, H",Methane production test of the anaerobic sludge from rice parboiling industries with the addition of biodiesel glycerol from rice bran oil in Brazil,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2021.111331,"Experimental research and energy plans show that the residues of rice parboiling industries in Brazil have the energy potential to promote the sector's self-sufficiency. The studies investigate the production of biogas from the anaerobic digestion of wastewater and its anaerobic sludge. There are no reports of the investigation to optimize such production by adding glycerol. This addition can increase methane production; however, high proportions of crude glycerol can cause inhibition of microbial activity. Considering that anaerobic sludge acts as inoculum in the digestion of effluent in treatment plants, the main goal of this study was to test the feasibility of adding crude glycerol from the production of rice bran biodiesel in anaerobic digestion with sludge. The reactors operated with different proportions of crude glycerol (0%, 1%, 2%, and 3%). The highest methane production occurred in the system with 1% glycerol, 945.23 +/- 5.34 mL, in 168 h - a production 539.45% higher when compared to the system without glycerol. Higher doses of glycerol resulted in fast interruption of methanogenic activity. The study determined that the addition of 1% glycerol was able to prolong the duration of the stationary phase of methanogenic microorganisms. Thus, the high energy potential of the sector can be significantly increased with the addition of the biodiesel by-product in anaerobic digestion. Such a possibility could guarantee greater security, energy autonomy, the possibility of generating revenue from the sale of surplus methane or electricity, and an environmentally proper destination for crude glycerol.",Y,Y,Brazil,South America,"feasibility of adding crude glycerol to rice bran biodiesel during the anaerobic digestion process, no spatial analysis",No,Not considered,Not included,,,,,,,
food (topic) and bioenergy (topic) and self-sufficiency (topic),"Ren, M; Huang, C; Wu, YZ; Deppermann, A; Frank, S; Havlík, P; Zhu, YY; Fang, C; Ma, XT; Liu, Y; Zhao, H; Chang, JF; Ma, L; Bai, ZH; Xu, SS; Dai, HC",Enhanced food system efficiency is the key to China's 2060 carbon neutrality target,NATURE FOOD,10.1038/s43016-023-00790-1,"Negative-emission technologies might pose trade-offs to food security and other land-based sustainability targets. A scenario analysis reveals the potential impacts of bioenergy deployment in China on global and domestic sustainable development, and how free trade and food systems efficiency measures could mitigate the potential adverse sustainability impacts. Bioenergy with carbon capture and storage, among other negative-emission technologies, is required for China to achieve carbon neutrality-yet it may hinder land-based Sustainable Development Goals. Using modelling and scenario analysis, we investigate how to mitigate the potential adverse impacts on the food system of ambitious bioenergy deployment in China and its trading partners. We find that producing bioenergy domestically while sticking to the food self-sufficiency ratio redlines would lower China's daily per capita calorie intake by 8% and increase domestic food prices by 23% by 2060. Removing China's food self-sufficiency ratio restrictions could halve the domestic food dilemma but risks transferring environmental burdens to other countries, whereas halving food loss and waste, shifting to healthier diets and narrowing crop yield gaps could effectively mitigate these external effects. Our results show that simultaneously achieving carbon neutrality, food security and global sustainability requires a careful combination of these measures.",Y,Y,China,Other Asia,"model of trade flows, environmental impacts, crop yield, no spatial analysis",No,Not considered,Not included,,,,,,,
food bioenergy multi-criteria evaluation,"Aydin-Kandemir, F; Sarptas, H",Geographic information systems-based land suitability assessment for switchgrass cultivation in marginal lands: a case study for Izmir-Turkey,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,,"Energy crop cultivation is considered the main factor in the rapid increase in the share of biomass energy in the future global energy supply. However, the most critical issue for the cultivation of energy crops will be establishing sustainable energy cropping systems and protecting agricultural areas devoted to food and feed crops. Therefore, the present study aims to identify key criteria for energy crop cultivation areas and to develop a Geographic information systems (GISs)- and multi-criteria evaluation model (MCE)-based methodology. This study employs a GIS-based MCE technique, including fuzzy standardization, analytic hierarchy process (AHP), and weighted overlay for analyzing land suitability to switchgrass cultivation for the case study in Izmir-Turkey. The criteria identified in this study include climatic parameters, soil characteristics, topography, and land restrictions for land-use compatibility. Climate data were employed by TerrSet's Crop Climate Suitability Model to determine the climatic suitability of switchgrass in the city. Subsequently, an assessment model of land suitability for switchgrass cultivation was developed by integrating AHP in the ArcGIS environment. Here, the highest specific weight was attained for climatic suitability (0.22), and the lowest was found for elevation (0.094). Significantly, 69.4% (40,725 ha) of the potential cultivation area was moderately suitable and higher, and 30.5% (17,896 ha) was low suitable for switchgrass cultivation. Therefore, it was concluded that the applied methodology could be a practical approach for sustainable biofuels production and environmental protection and can be employed for different energy crops and regions. [GRAPHICS] .",Y,Y,Turkey,Other Asia,AHP with land suitability analysis,Yes,Considered,Included,,,,,,,
food energy multi-criteria evaluation,"Saint-Bois, A; Boix, M; Therond, O; Montastruc, L; Villerd, J; Touche, I",Multi-actor approach to manage the water-energy-food nexus at territory scale,COMPUTERS & CHEMICAL ENGINEERING,,"This study presents an innovative water-energy-food nexus (WEFN) generic multi-actor multi-level framework that simulates dynamic nexus systems and generates optimal resource management schemes and land-use allocation scenarios. The framework combines operational integrated multi-agent based simulations, dynamic agro-hydrological and renewable energy generation units (solar and wind) models and multi-criteria decisionmaking methods. It has been applied to a case study area of 800 km2 located downstream the Aveyron watershed, in Southwestern France. Local and regional strategic multi-criteria decision-making settings are compared. Under the local decision-making setting land-use allocation decisions are taken at agricultural parcel level whereas under the regional decision-making settings a single land allocation decision is taken for the whole territory. Possible land allocations are either crop rotations allocations, renewable energy generation units allocations or a mix of both. The framework is useful to generate scenarios of spatial allocations of renewable energy production units in an agricultural watershed facing water scarcity.",Y,Y,France,Europe,"Strategic decision making model, includes spatial analysis",Yes,Not considered,Not included,,,,,,,
food energy multi-criteria evaluation,"Ji, ZS; Li, WY; Niu, DX",Optimal investment decision of agrivoltaic coupling energy storage project based on distributed linguistic trust and hybrid evaluation method,APPLIED ENERGY,,"Photovoltaic (PV) power generation is becoming a good solution to meet energy demand. However, centralized PV production sites may pose a threat to industrial land or agricultural land. To solve the energy-environmentland conflict, agrivoltaic coupling energy storage (AVCES) projects become a feasible new land use model. The investment decision of AVCES project is a multi-criteria decision problem (MCDM). Therefore, this paper firstly constructs an evaluation index system containing four criteria: resources, economy, social, environment and ecology. Secondly, the subjective weights of each indicator are determined based on the distributed linguistic trust model and the cloud model, and the objective weights are determined based on the cloud model and the integrated determination of objective criteria weights (IDOCRIW) model. Subjective and objective weights are combined based on game theory. Finally, the TODIM model is used to get the optimal choice among multiple schemes. After the case study, the applicability and stability of the proposed framework are validated, and the research results will provide good reference values for the investment decision of AVCES projects.",Y,Y,China,Other Asia,"MCDM, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy multi-criteria evaluation,"De Cos, O; Charbonneau, M; Puyo, JY; Tran, T; Montagne, D",GIS multi-threat models for agricultural land in the Nouvelle-Aquitaine region (France). A methodology of composite indicators to support targeted policies,LAND USE POLICY,,"Food sovereignty is yet again a global and local priority. Nevertheless, the useful agricultural area continues to decrease. Land take is leading to increasing pressure on farmland, which is threatened by different phenomena -such as natural risks and demographic dynamics-. Farmland is therefore threatened by a number of different factors. A multi-criteria approach is needed to consider many factors and their interactions. Nevertheless, scientific understanding of the multi-threat approach is still limited when it comes to understanding the issue of agricultural land pressure. Thus, this research implements a multi-criteria evaluation workflow to develop multicriteria models of land threat on agricultural land based on four composite indicators: land take, energy competitiveness, natural and anthropogenic hazards, and demographic decline. These indicators are synthetized in a global multi-criteria model of agricultural land pressure. The study area is the Nouvelle-Aquitaine Region, the largest French region with 9 functional urban areas and 1,597,720 agricultural plots (39,458.2 sq.km). This research is entirely based on open data according to the INSPIRE Directive, using Geographic Information Systems (ArcGIS Pro). Results show high threat level in 242,525 plots (14.93 % of agricultural area) and very high levels in 380,202 plots (20.75 % of agricultural area). Land take and natural hazards definitively contribute to the threat level. The study reveals that plots under threat tend to be smaller than less threatened ones. Results can help local authorities develop targeted strategies to maintain the region's agricultural land and productive capacity. This contribution is scalable and replicable to other regions and countries.",Y,Y,France,Europe,MCDA and GIS,Yes,Considered,Included,,,,,,,
food energy multi-criteria evaluation,"Bose, A; O'Shea, R; Lin, R; Long, A; Rajendran, K; Wall, D; De, S; Murphy, JD","Evaluation of a biomethane, food and biofertiliser polygeneration system in a circular economy system",RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,"Biomethane is a viable alternative to natural gas and diesel for decarbonising hard-to-abate sectors such as agriculture, industry and heavy transport. Unlike conventional biogas upgrading, photosynthetic biogas upgrading cogenerates biomethane, biofertiliser and microalgal bioproducts with the potential to improve resource utilisation and process performance in a circular economy. In this paper, a photosynthetic biogas upgrading-based polygeneration process is proposed and analysed to co-produce biofuel (biomethane), bio-fertiliser (digestate) and food (Spirulina powder, protein supplement) using agricultural feedstock. Based on a multi-criteria performance assessment, the economic and environmental benefits of the process are demon-strated. Thermodynamic performance of the process revealed that reducing the energy for greenhouse heating to cultivate microalgae would enable a higher energy output than input. Using economic allocation, a carbon footprint of biomethane less than 10 gCO2-eq/MJ (lower than 32.9 gCO2-eq/MJ for sustainable biomethane use in transport in the EU Renewable Energy Directive (Recast) (RED-II)); Spirulina protein of 0.8 kgCO2-eq/100 g protein (compared to 50 kgCO2-eq/100 g protein for beef); and digestate of 0.4 kgCO2-eq/kgN (comparing positively to 1.5-3 kgCO2-eq/kgN for synthetic nitrogenous fertiliser) was achieved. Unlike the current RED-II mandated methodology, the analysis established that the energy, CO2 emissions, land and water footprints of each co-product are best represented using an economic allocation principle. Based on the extended nutrition profile, Spirulina as a complete food outperforms most meat and plant-based protein alternatives in terms of CO2 emissions, land, and water footprints.",Y,Y,EU,Europe,"Multi-criteria performance assessment, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy multi-criteria evaluation,"Elkadeem, MR; Zainali, S; Lu, SM; Younes, A; Abido, MA; Amaducci, S; Croci, M; Zhang, J; Landelius, T; Stridh, B; Campana, PE",Agrivoltaic systems potentials in Sweden: A geospatial-assisted multi-criteria analysis,APPLIED ENERGY,,"Agrivoltaic systems represent an intelligent solution combining electricity production from solar photovoltaic technology with agricultural production to avoid land use conflicts. Geographic Information System technologies can support the implementation and spread of agrivoltaic systems by identifying the most suitable areas using useful spatially explicit information concerning techno-agro-socio-economic criteria.In this study, we have developed a procedure to identify and classify suitable areas for agrivoltaic systems in Sweden. An Ordinal Priority Approach based multi-criteria decision-making algorithm is established to calculate the weights of the selected evaluation criteria through expert interviews. The land use data refers to the Corine Land Cover 2018 product.The results show that about 8.6% of the Swedish territory, approximately 38,485 km2, is suitable for installing agrivoltaic systems. Among this area, about 0.2% is classified as excellent, about 15% as very good, about 72% as good, about 13% as moderate, and about 0.1% as poor. Most excellent-classified areas are in Kalmar, Skane, and Gotland. In contrast, most very good sites are in Skane, Kalmar, and center dot Ostergo center dot tland.By deploying vertically mounted agrivoltaic systems with bifacial photovoltaic modules, the total potential installed capacity for excellent areas is about 2.5 GWp, while for areas classified excellent and very good is about 221 GWp. The total excellent areas can potentially supply about 2.4 TWh of electricity against the electricity consumption in 2021 of about 143 TWh. On the other hand, the land classified as excellent and very good could potentially provide about 207 TWh. The County of Va center dot stra Go center dot taland shows the greatest po-tentials in terms of total potential electricity supply from agrivoltaic systems with about 227 TWh, followed by Skane with a total potential of 206 TWh.",Y,Y,Sweden,Europe,Ordinal Priority Approach MCDA with spatial analysis,Yes,Not considered,Not included,,,,,,,
food energy multi-criteria evaluation,"Parajuli, R; Knudsen, MT; Dalgaard, T","Multi-criteria assessment of yellow, green, and woody biomasses: pre-screening of potential biomasses as feedstocks for biorefineries",BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR,,"The need for sustainable production of food, feed, and fuel for a growing global population with minimum pressure on land use and other ecological impacts is a major challenge. The aim of the current study is to pre-screen available biomass types to prepare for a system-wide sustainability assessment in related biorefinery value chains. The study describes the use of multiple-criteria decision-making techniques as tools for assessing criteria and to draw preferences among the alternatives. Thirteen biomass types (classified as yellow, green, and woody) are evaluated with respect to 15 criteria. The criteria are classified under the three assessment parameters: supply potential, biomass properties, and potential environmental gain/losses. Pair-wise comparisons of the alternatives are carried out in an outranking method (PROMETHEE) on the basis of their ratings (on a 1-5 scale) and weights assigned to the criteria. Weighting factors of the criteria are calculated by using the Analytical Hierarchy Process (AHP). The study shows that the net outranking flow for the most preferred biomass types are: grass-clover 2.8, wheat-straw 1.2 and willow 1, representing the biomass categories green, yellow and woody, respectively. The overall order of the preferred biomass types is grass-clover, pure grass, alfalfa from the green category; straw based on wheat and barley from the yellow category; and willow from the woody category. Furthermore, irrespective of whether or not the raw materials are processed in integrated biorefineries, preferences on biomass types are also important in the context of their sustainable conversions in related biorefinery platforms (e.g. straw in a sugar-based lignocellulosic biorefinery and grass-clover in a green biorefinery). (C) 2015 Society of Chemical Industry and John Wiley & Sons, Ltd",Y,Y,Nonspecified,Not specified,"AHP, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy multi-criteria evaluation,"Rahemi, H; Torabi, SA; Avami, A; Jolai, F",Bioethanol supply chain network design considering land characteristics,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,"Biomass is becoming an increasingly widespread source of energy. Yet land, as one of the most important resources in biomass production, is surprisingly understudied in the literature of biomass supply chain planning. This study proposes a novel framework that combines the literature of bioethanol supply chain design with agricultural land planning to simultaneously address optimal supply chain planning and sustainable land use in a bioethanol supply chain. A bi-objective mixed-integer linear programming (MILP) model is proposed to formulate the optimal design and planning of a bioethanol supply chain network considering competition of food and biomass feedstock over the available croplands. The proposed model is capable of making strategic decisions (i.e. locations and capacities of facilities, sourcing and allocation of biomass feedstocks to biorefineries), along with some tactical decisions (i.e. land planning, inventory and production of both biomass feedstock and bioethanol). The model incorporates the two objectives of minimum cost and maximum suitability of crops with their assigned croplands. A novel integration of the FAO framework, the best-worst multi-criteria decision-making method, PROMETHEE II and GIS is used to determine the suitability of available croplands according to the croplands' soil and topographical characteristics. The performance of the proposed model is demonstrated through a multi-feedstock bioethanol supply chain in Fars province, Iran. It is concluded that the proposed integrated land planning-network design framework outperforms hierarchical approaches in which network design and land planning problems are solved separately in a sequential manner. Also, the case study shows that conditional on implementing second generation bioethanol production, Fars province has the potential to satisfy three percent of the fuel demand for transportation in the country.",Y,Y,Iran,Other Asia,MCDM and GIS,Yes,Not specified,Not included,,,,,,,
